Genes,Phos Site No,Domain No,Protein Mass,Transcript Length,Gene Length,Exon No,CDS Length,Isoform No,Amino Acid Length,target
CDC37L1,5,1,38835,2372.0,28840.0,5.333333333333333,970.5,2,322.5,Expanded Negatives
CDC40,14,1,65521,3256.333333333333,74134.0,10.0,1700.8695652173913,3,565.6666666666666,Expanded Negatives
CDC42BPG,25,4,172459,6161.0,21601.0,11.5,4656.0,1,1551.0,Expanded Negatives
CDC42EP1,37,2,40295,1005.0,8925.0,2.5,481.2,4,142.25,Expanded Negatives
CDC42EP2,10,2,22484,1621.0,7551.0,2.0,633.0,2,210.0,Expanded Negatives
CDC42EP3,17,2,27678,2663.2,96586.0,2.333333333333333,404.5,5,154.2,Expanded Negatives
CDC42SE2,7,1,9223,2746.0,152954.0,3.75,227.25,5,72.6,Expanded Negatives
CDC45,10,1,65569,1491.833333333333,41153.0,10.333333333333334,1441.505263157895,7,373.8571428571428,Expanded Negatives
CDC5L,44,2,92251,6241.0,62719.0,16.0,2409.0,1,802.0,Expanded Negatives
CDC6,18,3,62720,1666.6,16778.0,5.285714285714286,1339.2727272727273,6,346.66666666666674,Expanded Negatives
CDC7,25,1,63888,2409.6666666666665,24913.0,7.6,1474.4,3,435.0,Expanded Negatives
CDC73,13,2,60577,4964.5,132857.0,12.153846153846152,1101.157894736842,7,382.8571428571428,Expanded Negatives
CDCA2,55,1,112676,3525.5,48712.0,9.6,3050.2758620689656,2,1015.5,Expanded Negatives
CDCA4,5,1,26114,2024.5,11575.0,2.5,726.0,2,241.0,Expanded Negatives
CDCA5,36,1,27601,1237.0,17864.0,5.1,598.2941176470587,6,194.0,Expanded Negatives
CDCA7,13,1,42573,2033.75,14177.0,8.0,1020.4772727272727,5,322.4,Expanded Negatives
CDCA7L,38,1,52206,1419.857142857143,45004.0,5.6,987.0454545454544,7,249.28571428571428,Expanded Negatives
CDCA8,29,2,31323,2337.0,17238.0,10.5,843.0,2,280.0,Expanded Negatives
CDH17,7,1,92219,2284.0,90141.0,12.0,1946.6833333333332,5,496.2,Expanded Negatives
CDH24,6,2,87752,2931.8,10476.0,10.166666666666666,2248.8214285714284,5,702.8,Expanded Negatives
CDHR1,4,1,93595,3652.75,25084.0,8.428571428571429,1817.2456140350878,6,410.5,Expanded Negatives
CDHR2,8,1,141543,4194.0,53463.0,16.285714285714285,3745.8,4,998.0,Expanded Negatives
CDHR3,3,1,97977,2980.25,159636.0,6.857142857142858,1800.9,6,395.16666666666674,Expanded Negatives
CDK10,9,1,41038,1398.5,15617.0,7.3181818181818175,583.4019607843137,12,151.08333333333334,Expanded Negatives
CDK11A,39,1,91362,2067.375,21978.0,9.695652173913043,1971.6848484848485,10,561.9,Expanded Negatives
CDK11B,49,1,92620,2608.6666666666665,23785.0,19.11111111111111,1958.4478527607362,8,639.0,Expanded Negatives
CDK12,130,2,164155,4732.25,103421.0,6.2,3587.5510204081634,4,1082.75,Expanded Negatives
CDK13,116,2,164923,3293.615384615385,149459.0,7.5,2627.3414634146343,13,668.4615384615385,Expanded Negatives
CDK15,4,1,49023,2603.0,105089.0,10.7,1045.4285714285713,5,330.2,Expanded Negatives
CDK17,23,2,59582,1511.142857142857,122219.0,7.083333333333332,1238.7384615384615,7,296.14285714285717,Expanded Negatives
CDK18,18,1,54424,1384.142857142857,28198.0,7.173913043478262,827.8053097345132,11,220.54545454545453,Expanded Negatives
CDK19,3,1,56802,4857.0,205980.0,7.625,1147.2592592592596,5,343.0,Expanded Negatives
CDK20,2,1,38695,2083.8,8312.0,5.5,928.0285714285716,5,305.4,Expanded Negatives
CDK2AP1,4,1,12365,1145.5714285714287,22222.0,3.9166666666666665,268.27272727272725,7,88.0,Expanded Negatives
CDK2AP2,1,1,13101,1006.0,2152.0,3.2,293.72727272727275,3,97.66666666666669,Expanded Negatives
CDK3,10,1,35046,1131.25,5093.0,6.5,766.6923076923077,4,246.75,Expanded Negatives
CDK4,3,1,33730,858.5,8286.0,5.133333333333334,488.5076923076923,12,145.41666666666666,Expanded Negatives
CDK5RAP1,5,3,67689,1807.8,42722.0,7.75,1568.5645161290322,5,490.2,Expanded Negatives
CDK5RAP2,70,1,215038,4163.666666666667,191301.0,15.894736842105265,3602.098765432099,9,1019.6666666666665,Expanded Negatives
CDK6,18,1,36938,6538.5,231673.0,4.4,981.0,2,326.0,Expanded Negatives
CDK7,12,1,39038,1047.1666666666667,42627.5,7.7333333333333325,457.6435643564357,24,128.66666666666666,Expanded Negatives
CDK9,20,2,42778,1582.5,5108.0,4.2,958.2,2,283.0,Expanded Negatives
CDKAL1,14,3,65111,2686.6666666666665,697947.0,9.75,1499.0,3,418.33333333333326,Expanded Negatives
CDKL1,3,1,41803,1234.75,87057.0,5.8181818181818175,779.44,4,211.0,Expanded Negatives
CDKL3,1,1,67514,1451.666666666667,84697.0,8.0,1047.8157894736842,9,262.3333333333333,Expanded Negatives
CDKN1C,7,1,32177,1584.111111111111,2621.777777777778,3.272727272727273,751.125,9,256.77777777777777,Expanded Negatives
CDKN2A,9,1,13903,849.7,27548.0,2.8571428571428568,385.3636363636364,11,125.54545454545456,Expanded Negatives
CDKN2AIP,48,1,61125,2349.333333333333,4429.0,2.6,898.5,3,280.3333333333333,Expanded Negatives
CDKN2AIPNL,1,1,13196,1014.0,9816.0,2.5,313.8,2,100.5,Expanded Negatives
CDKN3,3,1,23805,748.6666666666665,23369.0,6.583333333333332,542.1774193548387,9,166.66666666666666,Expanded Negatives
CDNF,1,1,20964,1441.0,19330.0,4.2,380.4,2,136.0,Expanded Negatives
CDON,8,3,139147,3268.5714285714284,107539.0,9.222222222222221,2594.3506493506493,8,562.875,Expanded Negatives
CDS1,11,1,53304,4309.0,68207.0,8.5,1117.7647058823532,2,271.0,Expanded Negatives
CDT1,26,2,60390,1617.5,5469.0,6.666666666666668,1284.3333333333333,2,368.0,Expanded Negatives
CDV3,31,1,27335,1320.5555555555557,16531.0,4.666666666666667,447.33333333333326,9,142.88888888888889,Expanded Negatives
CDX1,6,2,28138,1550.5,17763.0,3.5,607.7142857142858,2,209.5,Expanded Negatives
CDX2,9,2,33520,4053.0,9002.0,3.0,942.0,1,313.0,Expanded Negatives
CDYL,21,2,66482,2598.4,249392.0,5.5555555555555545,1382.8235294117646,5,427.4,Expanded Negatives
CDYL2,13,2,56500,3671.25,206691.0,5.571428571428571,1523.3225806451612,4,506.75,Expanded Negatives
CEACAM1,12,4,57560,1878.5,53930.0,5.571428571428571,1240.9814814814815,8,355.125,Expanded Negatives
CEACAM3,1,1,27091,943.25,14967.0,4.625,615.4137931034483,5,190.4,Expanded Negatives
CEACAM7,4,2,29379,1248.3333333333333,26973.681818181816,3.1428571428571432,555.3888888888888,6,132.0,Expanded Negatives
CEBPB,19,1,36106,1956.0,1955.0,1.0,1038.0,1,345.0,Expanded Negatives
CEBPD,5,1,28467,2178.0,2177.0,1.0,810.0,1,269.0,Expanded Negatives
CEBPE,8,1,30603,1554.0,2312.0,2.0,846.0,1,281.0,Expanded Negatives
CEBPG,1,1,16408,3787.5,9001.0,2.333333333333333,453.0,2,150.0,Expanded Negatives
CEBPZ,31,1,120974,1936.0,29984.0,7.666666666666668,2862.0,2,600.0,Expanded Negatives
CECR2,18,1,164213,6359.75,198200.0,14.166666666666664,3979.6296296296296,5,1149.0,Expanded Negatives
CELF1,14,1,52063,1953.8666666666666,99636.0,7.2857142857142865,1165.8030303030305,15,268.6,Expanded Negatives
CELF3,6,1,50548,2675.0,14410.0,9.428571428571429,1352.5641025641025,3,448.66666666666674,Expanded Negatives
CELSR1,21,8,329486,6917.5,176336.0,9.2,8513.921052631578,2,1893.0,Expanded Negatives
CELSR3,25,7,358185,11933.0,26423.0,12.5,9939.0,1,3312.0,Expanded Negatives
CEMIP,10,3,152998,5631.0,172433.0,16.333333333333332,3811.260416666666,5,860.8,Expanded Negatives
CENPA,9,1,15991,1344.0,36778.0,4.833333333333333,342.85714285714283,3,113.33333333333331,Expanded Negatives
CENPB,13,4,65171,2890.0,2889.0,1.0,1800.0,1,599.0,Expanded Negatives
CENPC,73,3,106834,6823.0,76741.0,11.285714285714285,2018.95,4,580.0,Expanded Negatives
CENPE,53,1,316415,5832.4,92603.0,23.5,7014.071428571428,5,1850.8,Expanded Negatives
CENPF,128,3,357527,5409.0,61376.0,6.166666666666668,7310.3076923076915,2,1644.5,Expanded Negatives
CENPH,5,1,28481,1117.0,20783.0,6.333333333333332,595.8064516129032,4,190.0,Expanded Negatives
CENPJ,48,1,153000,3773.0,40610.0,10.333333333333334,3349.436363636364,4,939.0,Expanded Negatives
CENPK,2,1,31655,1270.875,45402.0,7.117647058823528,570.5833333333334,11,173.9090909090909,Expanded Negatives
CENPL,5,1,38998,1991.666666666667,25170.0,4.666666666666667,1088.6666666666667,3,359.33333333333326,Expanded Negatives
CENPN,10,1,39555,1328.0,26616.0,7.5555555555555545,806.1875,8,234.75,Expanded Negatives
CENPO,9,1,33786,4154.333333333333,29240.0,5.5555555555555545,897.5217391304348,3,298.0,Expanded Negatives
CENPP,6,1,33165,3630.25,294576.0,5.0,605.25,4,173.75,Expanded Negatives
CENPQ,13,1,30595,1741.0,29737.0,9.0,807.0,1,268.0,Expanded Negatives
CENPT,25,2,60423,1361.75,19654.0,6.4,831.3628318584069,14,192.78571428571428,Expanded Negatives
CENPU,29,1,47522,1591.0,40045.0,7.333333333333332,1002.6774193548387,3,305.0,Expanded Negatives
CENPV,14,1,29946,1132.0,11122.0,3.1428571428571432,464.0,3,153.66666666666666,Expanded Negatives
CEP120,20,2,112640,3011.333333333333,78707.0,15.0,2019.96992481203,8,573.875,Expanded Negatives
CEP164,39,1,164314,1552.0,98709.0,10.285714285714286,2665.081967213115,7,403.4285714285714,Expanded Negatives
CEP250,51,1,281137,3057.875,64116.0,8.285714285714286,3311.7378640776697,10,554.0,Expanded Negatives
CEP290,30,1,290386,4078.857142857143,93074.0,26.25,5132.242857142857,8,1130.75,Expanded Negatives
CEP350,130,2,350930,3583.5714285714284,160102.0,8.636363636363637,5471.589743589743,8,732.5,Expanded Negatives
CEP41,12,1,41368,2322.7,48662.0,5.7368421052631575,587.1724137931035,12,166.75,Expanded Negatives
CEP44,17,1,44140,2206.0,49650.0,8.1,981.6363636363636,9,281.0,Expanded Negatives
CEP55,24,1,54178,1692.5,32460.0,5.333333333333333,1158.3846153846155,2,336.0,Expanded Negatives
CEP57,20,2,57089,1751.7777777777776,42728.0,6.8125,875.19,13,249.61538461538458,Expanded Negatives
CEP57L1,9,2,53649,1438.8095238095239,68822.0,7.666666666666668,856.9653179190751,22,242.72727272727272,Expanded Negatives
CEP63,13,1,81344,1829.666666666667,89296.0,8.529411764705884,1409.812030075188,13,389.5384615384616,Expanded Negatives
CEP72,24,1,71718,1447.0,48517.62962962963,5.4,1586.0,2,408.5,Expanded Negatives
CEP76,8,1,74413,1353.4,40944.0,6.5,902.7049180327867,8,246.625,Expanded Negatives
CEP97,28,1,96981,5271.0,45969.0,7.833333333333332,1683.3243243243246,4,493.5,Expanded Negatives
CEPT1,6,1,46554,2140.0,45477.0,6.2727272727272725,1115.0,3,370.66666666666674,Expanded Negatives
CERCAM,2,2,67592,1704.5,25600.0,6.642857142857142,1124.2537313432838,8,281.75,Expanded Negatives
CERK,4,1,59977,4442.0,53842.0,7.75,1107.12,2,361.0,Expanded Negatives
CERKL,2,1,62622,2006.8,143993.0,9.357142857142858,1181.6170212765958,8,381.125,Expanded Negatives
CERS2,5,2,44876,1410.111111111111,14421.0,7.5,891.6891891891893,9,273.3333333333333,Expanded Negatives
CERS3,1,2,46316,1829.4,144600.0,7.5,964.7692307692308,5,265.2,Expanded Negatives
CERS4,4,2,46399,1119.2222222222224,55685.0,6.9375,837.1857142857143,9,222.33333333333331,Expanded Negatives
CERS5,5,2,45752,1405.5,38227.0,5.214285714285714,623.2429906542056,16,169.3125,Expanded Negatives
CERS6,5,2,44890,7034.0,319275.0,10.5,1167.5714285714287,2,388.0,Expanded Negatives
CES1,8,1,62521,1624.0,30408.5,7.5555555555555545,1360.5,12,326.9166666666667,Expanded Negatives
CETN2,9,1,19738,1454.0,3804.0,4.0,519.0,1,172.0,Expanded Negatives
CETN3,4,1,19550,1145.4,17525.0,4.666666666666667,450.8571428571428,6,143.16666666666666,Expanded Negatives
CFB,6,3,85533,2143.0625,6280.349206349207,6.75,2093.95219123506,17,599.1176470588234,Expanded Negatives
CFDP1,13,1,33593,676.6666666666666,139805.0,3.636363636363636,469.13333333333327,4,96.25,Expanded Negatives
CFLAR,9,2,55344,2067.333333333333,60533.0,5.56,942.9579831932773,19,260.0,Expanded Negatives
CFP,2,2,51276,1417.0,7133.0,6.75,1205.4545454545455,4,380.0,Expanded Negatives
CFTR,42,3,168142,2875.625,250187.0,10.222222222222221,3069.2974683544307,10,721.9,Expanded Negatives
CGA,1,1,13075,754.6,9908.0,3.8333333333333335,335.4761904761905,5,108.4,Expanded Negatives
CGB1,7,1,20468,679.5,1285.0,3.0,428.5,2,142.0,Expanded Negatives
CGB2,5,1,17374,701.0,1326.0,3.0,440.5,2,146.0,Expanded Negatives
CGN,58,1,136386,1557.2,28182.0,5.625,2499.4242424242425,5,393.0,Expanded Negatives
CGNL1,46,1,149079,7224.0,174760.0,10.0,3909.0,1,1302.0,Expanded Negatives
CHAC1,3,1,24418,1192.3333333333333,3550.0,3.0,485.66666666666674,5,183.8,Expanded Negatives
CHAF1A,56,4,106910,1325.75,42378.0,5.0,1686.344827586207,5,292.4,Expanded Negatives
CHAF1B,29,2,61493,4466.0,33623.0,8.0,1680.0,1,559.0,Expanded Negatives
CHCHD2,2,1,15513,797.0,4903.0,3.5,456.0,1,151.0,Expanded Negatives
CHD1,100,5,196688,5123.0,74972.0,9.5,4309.104651162791,5,765.4,Expanded Negatives
CHD1L,26,2,101000,2293.5714285714284,53111.0,19.294117647058822,938.8405103668264,8,467.125,Expanded Negatives
CHD2,70,5,211344,2748.3636363636365,127807.0,10.24137931034483,2790.884422110553,17,403.64705882352933,Expanded Negatives
CHD6,63,3,305412,3400.4,216301.0,10.111111111111109,4669.3026315789475,5,850.0,Expanded Negatives
CHD7,71,4,335927,5084.75,189288.0,6.666666666666668,6216.578125,6,862.1666666666665,Expanded Negatives
CHD8,80,4,290519,4891.928571428572,70932.0,16.04,6248.654970760234,15,1430.2666666666669,Expanded Negatives
CHD9,72,4,326022,7134.7,274117.0,15.238095238095234,6917.813492063492,12,1339.9166666666667,Expanded Negatives
CHEK1,30,1,54434,1654.083333333333,50590.0,9.666666666666666,1154.8776978417266,16,293.9375,Expanded Negatives
CHEK2,42,3,60915,1184.2941176470588,54679.0,10.037037037037038,1010.4624505928855,25,300.12,Expanded Negatives
CHERP,40,3,103702,4079.5,24543.0,7.7142857142857135,2767.5,2,921.5,Expanded Negatives
CHFR,11,4,73386,2632.555555555556,134117.0,7.541666666666668,1238.6615384615386,12,290.0833333333333,Expanded Negatives
CHGB,34,1,78276,1795.5,13843.0,4.0,1451.5,2,483.0,Expanded Negatives
CHI3L1,2,1,42625,1334.0,7773.0,4.2,953.4285714285713,2,267.5,Expanded Negatives
CHIC2,1,1,19254,782.6666666666665,54816.0,5.0,450.8823529411765,3,149.33333333333334,Expanded Negatives
CHID1,6,1,44941,1375.357142857143,47198.0,7.041666666666668,806.2896551724137,19,194.36842105263162,Expanded Negatives
CHKA,7,1,52249,1664.333333333333,68585.0,6.875,1051.2,4,304.0,Expanded Negatives
CHKB,8,1,45271,1638.0,22506.0,6.916666666666668,1188.0,1,395.0,Expanded Negatives
CHM,13,1,73476,4129.5,186381.0,5.4,1554.75,2,381.5,Expanded Negatives
CHML,8,2,74071,2481.0,11401.0,2.0,782.5,4,260.0,Expanded Negatives
CHMP2A,13,1,25104,823.0,3558.0,4.0,605.7407407407408,6,184.5,Expanded Negatives
CHMP3,7,1,25073,2029.333333333333,60049.0,4.5555555555555545,568.4117647058823,3,186.66666666666663,Expanded Negatives
CHMP4A,3,1,25098,972.75,4286.0,4.545454545454546,518.1212121212121,12,174.0,Expanded Negatives
CHMP4B,9,1,24950,1602.0,43018.0,5.0,675.0,1,224.0,Expanded Negatives
CHMP4C,6,1,26411,1852.0,27067.0,5.0,702.0,1,233.0,Expanded Negatives
CHMP5,8,1,24571,1929.0,17191.0,5.666666666666668,592.8,2,195.0,Expanded Negatives
CHMP6,3,1,23485,891.0,17919.0,7.25,526.6206896551723,4,177.75,Expanded Negatives
CHMP7,12,1,50911,2481.0,18363.0,6.4,849.1333333333333,6,252.33333333333331,Expanded Negatives
CHP1,6,2,22456,1412.0,51048.0,6.0,386.11111111111114,6,124.0,Expanded Negatives
CHPF,7,1,85467,2247.0,4861.0,3.333333333333333,1847.4,3,562.0,Expanded Negatives
CHPF2,6,1,85948,2411.6666666666665,6338.0,3.75,1518.8666666666666,4,437.25,Expanded Negatives
CHRAC1,1,1,14711,1473.75,5843.0,2.4,289.5,4,91.0,Expanded Negatives
CHST10,3,1,42207,984.875,25808.0,4.916666666666667,548.5,8,163.75,Expanded Negatives
CHST13,3,1,38920,1467.5,19008.0,3.5,827.1428571428571,2,283.0,Expanded Negatives
CHST14,4,1,42997,2771.0,3573.0,1.5,1081.0,2,363.5,Expanded Negatives
CHST15,8,1,64926,3499.5,85930.0,5.2,1520.916666666667,4,423.5,Expanded Negatives
CHST3,2,1,54706,6934.0,49163.0,3.0,1440.0,1,479.0,Expanded Negatives
CHST4,7,1,45134,2297.5,13513.0,2.0,1161.0,2,386.0,Expanded Negatives
CHST7,4,1,54266,2289.0,24624.0,2.0,1461.0,1,486.0,Expanded Negatives
CHST8,2,1,48834,2020.4,151556.0,4.333333333333333,1114.1304347826087,4,362.5,Expanded Negatives
CHST9,4,1,52055,5151.666666666667,278827.0,5.333333333333333,986.0625,3,320.0,Expanded Negatives
CHSY1,10,1,91784,4662.0,76321.0,2.5,1285.5,2,427.5,Expanded Negatives
CHSY3,5,1,100284,3857.0,282169.0,3.0,2649.0,1,882.0,Expanded Negatives
CHTF18,23,1,107383,2719.4,12691.0,10.1,2521.413223140496,8,630.125,Expanded Negatives
CHTF8,10,1,13314,1234.4,14568.0,3.25,280.7142857142857,11,121.36363636363636,Expanded Negatives
CHTOP,7,1,26397,1891.833333333333,12324.0,4.285714285714286,601.8888888888888,6,183.16666666666663,Expanded Negatives
CHUK,9,3,84640,3600.0,41296.0,7.5,2238.0,1,745.0,Expanded Negatives
CIAO1,4,1,37840,1533.0,7217.0,4.5,1020.0,1,339.0,Expanded Negatives
CIAPIN1,17,2,33582,1213.0,19233.0,6.066666666666666,663.8857142857142,10,206.5,Expanded Negatives
CIART,6,1,41443,1246.4,4550.0,5.142857142857143,912.4137931034484,5,306.0,Expanded Negatives
CIB1,3,2,21703,1083.0,4072.0,7.333333333333332,452.7272727272728,3,155.0,Expanded Negatives
CIC,79,2,163820,3772.333333333334,27260.0,9.111111111111109,4665.205128205128,7,949.2857142857144,Expanded Negatives
CIDEA,3,1,24687,828.0,23276.0,5.0,628.9090909090909,2,209.5,Expanded Negatives
CIDEB,2,1,24678,1638.25,6334.0,4.333333333333333,616.7272727272727,8,179.5,Expanded Negatives
CIITA,14,3,123514,3677.125,76799.0,9.055555555555557,1791.929203539823,10,407.0,Expanded Negatives
CIR1,33,1,52313,1239.5,47690.0,5.2,1049.0,2,273.0,Expanded Negatives
CISD2,3,2,15278,3343.0,23833.0,3.6,234.33333333333331,6,92.0,Expanded Negatives
CITED2,3,1,28497,1715.0,2841.0,2.25,759.3333333333335,4,257.0,Expanded Negatives
CIZ1,45,1,100045,2525.642857142857,43132.0,9.862068965517242,2400.251162790698,13,718.0,Expanded Negatives
CKAP2,46,1,76987,2287.6666666666665,21199.0,6.0,1624.275,6,447.16666666666674,Expanded Negatives
CKAP2L,40,1,83587,4723.0,28315.0,5.666666666666668,1358.5263157894738,2,466.5,Expanded Negatives
CKM,25,2,43101,1556.0,16462.0,8.0,1146.0,1,381.0,Expanded Negatives
CKMT2,24,2,47504,1146.4,33078.0,5.916666666666668,1072.8048780487804,5,316.8,Expanded Negatives
CKS1B,9,1,9660,837.0,4598.0,2.7142857142857144,213.0,3,69.66666666666667,Expanded Negatives
CKS2,6,1,9860,616.0,5508.0,3.0,240.0,1,79.0,Expanded Negatives
CLASRP,53,1,77161,1607.0,31911.0,8.375,1530.6574074074076,8,377.625,Expanded Negatives
CLC,3,1,16453,631.0,6774.0,4.0,429.0,1,142.0,Expanded Negatives
CLCA1,12,2,100226,3214.0,31921.0,14.5,2745.0,2,914.0,Expanded Negatives
CLCA2,6,1,103941,3935.0,32382.0,7.0,2832.0,1,943.0,Expanded Negatives
CLCC1,21,1,62023,2897.5714285714284,33949.0,7.666666666666668,1295.8032786885244,7,415.1428571428572,Expanded Negatives
CLCN1,7,1,108626,2119.0,35957.0,9.4,1809.0,4,373.0,Expanded Negatives
CLCN2,18,1,98535,2305.0,15465.0,13.363636363636365,1526.0806451612902,15,421.8,Expanded Negatives
CLCN5,4,2,83147,4472.142857142857,176639.0,11.555555555555555,1763.9615384615383,9,539.1111111111112,Expanded Negatives
CLCN6,8,2,97289,4714.0,41983.0,14.2,2333.840425531915,4,791.75,Expanded Negatives
CLCN7,15,2,88679,2716.6,30150.0,9.214285714285714,2175.977011494253,5,564.2,Expanded Negatives
CLCNKA,2,2,75285,2356.333333333333,15175.0,14.428571428571427,2022.1,3,672.3333333333334,Expanded Negatives
CLDN1,5,1,22744,3446.0,16739.0,3.0,636.0,1,211.0,Expanded Negatives
CLDN10,10,1,24488,1941.0,146155.0,4.0,607.0,3,175.66666666666663,Expanded Negatives
CLDN11,5,1,21993,2169.0,35868.0,3.571428571428572,624.0,1,207.0,Expanded Negatives
CLDN14,4,1,25699,1548.0,115948.0,2.6,720.0,5,239.0,Expanded Negatives
CLDN2,8,1,24549,3009.333333333333,30697.0,2.0,693.0,3,230.0,Expanded Negatives
CLDN23,5,1,31915,2169.0,2168.0,1.0,879.0,2,292.0,Expanded Negatives
CLDN3,11,1,23319,1274.0,1273.0,1.0,663.0,1,220.0,Expanded Negatives
CLDN4,7,1,22077,3367.333333333333,33151.0,2.2,630.0,3,209.0,Expanded Negatives
CLDN5,7,1,23147,2009.75,4521.0,1.5,869.5,4,281.75,Expanded Negatives
CLDN6,9,1,23292,1188.6666666666667,5359.0,2.6666666666666665,459.375,3,159.66666666666666,Expanded Negatives
CLDN7,8,1,22418,1037.2857142857142,4080.0,3.5,510.5,7,161.14285714285714,Expanded Negatives
CLDN8,8,1,24845,2068.0,2067.0,1.0,678.0,1,225.0,Expanded Negatives
CLDN9,5,1,22848,1583.0,1582.0,1.0,654.0,1,217.0,Expanded Negatives
CLDND1,3,1,28603,1112.64,25154.0,4.838709677419356,584.8345864661654,26,186.88461538461542,Expanded Negatives
CLEC10A,3,2,35446,1485.4,5770.0,6.666666666666668,824.6578947368422,5,257.8,Expanded Negatives
CLEC16A,10,1,117715,2684.0,237622.0,8.538461538461537,2343.423728813559,6,402.83333333333326,Expanded Negatives
CLEC18A,2,2,49602,1784.666666666667,13747.0,9.444444444444443,1295.1492537313436,6,384.16666666666674,Expanded Negatives
CLEC18C,1,2,49585,1613.2857142857142,14039.0,9.272727272727273,1227.6986301369866,7,356.0,Expanded Negatives
CLEC1B,6,1,26596,1414.5,27782.0,5.5,563.4545454545455,4,179.25,Expanded Negatives
CLEC2D,3,1,21849,1126.888888888889,34584.0,4.375,396.75,15,128.66666666666666,Expanded Negatives
CLEC4G,1,1,32562,934.5,4949.0,6.333333333333332,692.125,2,221.0,Expanded Negatives
CLEC4M,7,1,45350,1435.3,6456.0,5.642857142857142,1000.4461538461537,10,324.7,Expanded Negatives
CLEC7A,7,1,27627,1050.4285714285713,13481.0,5.0,522.5357142857143,11,160.0909090909091,Expanded Negatives
CLGN,8,1,70039,2083.6666666666665,39208.0,13.0,1567.5641025641025,3,466.33333333333326,Expanded Negatives
CLIC2,6,2,28356,1626.0,58446.0,5.75,606.0,2,190.0,Expanded Negatives
CLIC3,4,2,26648,1017.0,2168.0,5.0,711.0,1,236.0,Expanded Negatives
CLIC4,8,1,28772,4253.0,98939.0,5.25,762.0,2,253.0,Expanded Negatives
CLIC5,9,2,46503,3028.8,199521.0,5.538461538461538,759.6,6,255.0,Expanded Negatives
CLIC6,16,1,73012,3833.0,48838.0,6.5,2090.076923076923,2,695.0,Expanded Negatives
